ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length_minutes,day_of_week,hour_of_day,month,season,is_weekend,trip_distance_km,is_round_trip,is_extreme_duration
D3144724EB8A0137,electric_bike,2026-04-01 01:34:00,2026-04-01 01:41:00,Lincoln Ave & Diversey Pkwy,CHI00285,Broadway & Barry Ave,CHI00390,41.932225,-87.658617,41.93758232,-87.64409781,casual,7.0,4,1,4,Spring,False,1.3406260138759645,False,False
9A2FF42CED93111B,electric_bike,2026-04-01 01:39:00,2026-04-01 01:41:00,Cicero Ave & Lake St,CHI00665,Kostner Ave & Lake St,CHI00677,41.886841,-87.745261,41.885928,-87.73541,casual,2.0,4,1,4,Spring,False,0.8217737073270459,False,False
D7961B8E81380882,classic_bike,2026-04-01 01:33:00,2026-04-01 01:42:00,Logan Blvd & Elston Ave,CHI00410,Southport Ave & Clybourn Ave,CHI00466,41.929465,-87.684158,41.9207449,-87.6636913,casual,9.0,4,1,4,Spring,False,1.9512104409739126,False,False
378B5AA6B325E2AA,electric_bike,2026-04-01 01:28:00,2026-04-01 01:42:00,Dearborn St & Division St,CHI02125,,,41.9043,-87.62991,41.9,-87.69,member,14.0,4,1,4,Spring,False,4.996033637061653,False,False
51AE3C0E399FBF97,electric_bike,2026-04-01 01:33:00,2026-04-01 01:43:00,Public Rack - Irving Park Rd & Leclaire Ave,CHI01573,,,41.953418,-87.754841,41.95,-87.78,casual,10.0,4,1,4,Spring,False,2.114993137694956,False,False
A3EBBB60648FD3BC,electric_bike,2026-04-01 01:51:00,2026-04-01 01:53:00,Orleans St & Merchandise Mart Plaza,CHI00367,,,41.888243,-87.63639,41.89,-87.63,casual,2.0,4,1,4,Spring,False,0.5638769868787196,False,False
A3406A35B3AC1ABD,classic_bike,2026-04-01 01:46:00,2026-04-01 01:56:00,Delano Ct & Roosevelt Rd,CHI00612,Wabash Ave & Jackson Blvd,CHI02168,41.867491,-87.63219,41.87801,-87.62599,casual,10.0,4,1,4,Spring,False,1.2773547500115545,False,False
9FD7E911E1625C38,electric_bike,2026-04-01 01:56:00,2026-04-01 01:57:00,,,Stave St & Armitage Ave,CHI00412,41.92,-87.69,41.917741,-87.691392,member,1.0,4,1,4,Spring,False,0.27633475747989206,False,False
D458B7E64EE5A75F,classic_bike,2026-04-01 01:55:00,2026-04-01 01:58:00,State St & 35Th St,CHI00343,Calumet Ave & 35Th St,CHI00355,41.83103631,-87.62679756,41.831379,-87.618034,casual,3.0,4,1,4,Spring,False,0.7270844134980065,False,False
ED755B9854A8FC60,classic_bike,2026-04-01 01:48:00,2026-04-01 01:59:00,Delano Ct & Roosevelt Rd,CHI00612,Michigan Ave & Lake St,CHI00553,41.867491,-87.63219,41.886022,-87.624398,member,11.0,4,1,4,Spring,False,2.159182965977763,False,False
5E683EE358F13135,classic_bike,2026-04-01 01:57:00,2026-04-01 02:00:00,University Ave & 59Th St,CHI01913,Woodlawn Ave & 58Th St,CHI01996,41.787878,-87.598906,41.789381,-87.596479,member,3.0,4,1,4,Spring,False,0.26157125187479485,False,False
79330565204DAA8D,electric_bike,2026-04-01 01:58:00,2026-04-01 02:01:00,Ritchie Ct & Banks St,CHI00544,,,41.906866,-87.626217,41.9,-87.63,member,3.0,4,1,4,Spring,False,0.8251640740131138,False,False
0001CD70C57B6AC5,electric_bike,2026-04-01 01:52:00,2026-04-01 02:01:00,,,Sawyer Ave & Irving Park Rd,CHI00579,41.93,-87.7,41.9536,-87.70931,casual,9.0,4,1,4,Spring,False,2.7348429160165626,False,False
6F42D38DF9BF9624,classic_bike,2026-04-01 01:36:00,2026-04-01 02:01:00,Kedzie Ave & Armitage Ave,CHI02123,Clark St & Wrightwood Ave,CHI00287,41.91759,-87.70685,41.929546,-87.643118,member,25.0,4,1,4,Spring,False,5.437764810584721,False,False
35A6C3E04F210086,electric_bike,2026-04-01 02:01:00,2026-04-01 02:05:00,,,Kimbark Ave & 53Rd St,CHI00490,41.79,-87.6,41.7994549,-87.5947779,member,4.0,4,2,4,Spring,False,1.1369793483941542,False,False
20506BE7BB13298A,electric_bike,2026-04-01 02:07:00,2026-04-01 02:08:00,Franklin St & Jackson Blvd,CHI02050,,,41.87770796,-87.63532114,41.88,-87.64,casual,1.0,4,2,4,Spring,False,0.4636907259351894,False,False
335B0633AAE29222,classic_bike,2026-04-01 02:09:00,2026-04-01 02:11:00,University Ave & 57Th St,CHI00551,University Ave & 59Th St,CHI01913,41.791478,-87.599861,41.787878,-87.598906,member,2.0,4,2,4,Spring,False,0.4080567024328183,False,False
249D7E3F1C386A1D,electric_bike,2026-04-01 02:09:00,2026-04-01 02:12:00,Kimbark Ave & 53Rd St,CHI00490,,,41.7994549,-87.5947779,41.8,-87.6,member,3.0,4,2,4,Spring,False,0.4371010804534004,False,False
44F7A2C6204D9379,electric_bike,2026-04-01 02:04:00,2026-04-01 02:13:00,,,,,41.93,-87.64,41.91,-87.63,casual,9.0,4,2,4,Spring,False,2.372820693363035,False,False
DDC7ECF67ABDEB5D,electric_bike,2026-04-01 02:09:00,2026-04-01 02:17:00,Wentworth Ave & 107Th St,CHI01939,State St & 95Th St,CHI00748,41.69989,-87.62785,41.7218499,-87.6228544,casual,8.0,4,2,4,Spring,False,2.476789804036783,False,False
74C7F2D58BA3DAB9,classic_bike,2026-04-01 02:15:00,2026-04-01 02:19:00,Western Ave & Division St,CHI00375,California Ave & Division St,CHI00340,41.902893,-87.687275,41.903029,-87.697474,casual,4.0,4,2,4,Spring,False,0.8442029639790609,False,False
0B5A5C9FEB9CB8AF,classic_bike,2026-04-01 02:16:00,2026-04-01 02:19:00,Broadway & Argyle St,CHI00311,Sheridan Rd & Argyle St,CHI00270,41.97423,-87.6597735,41.97328682,-87.65475959,casual,3.0,4,2,4,Spring,False,0.4275523926729445,False,False
